"","n_FTA","unemployed","drug_abuse","n_violent_arrest","race","vprai","judge","pretrial_failure"
"713",0,0,1,0,1,2,2,0
"714",0,0,1,0,1,1,1,NA
"715",0,0,0,0,0,2,1,NA
"716",0,0,0,4,1,2,1,NA
"717",0,0,1,0,1,1,1,NA
"718",0,1,0,0,0,2,2,0
"719",1,0,1,3,1,1,1,NA
"720",0,0,1,3,1,2,1,NA
"721",0,0,1,4,0,1,1,NA
"722",0,0,0,0,0,2,1,NA
"723",0,0,0,0,0,2,2,0
"724",0,1,0,0,0,2,2,0
"725",0,0,0,0,0,2,1,NA
"726",0,0,0,4,0,2,2,0
"727",0,0,0,3,1,2,2,0
"728",0,0,0,0,1,2,2,0
"729",0,0,0,3,0,2,2,0
"730",0,0,1,0,0,2,2,0
"731",0,0,0,0,0,2,1,NA
"732",0,1,0,0,1,2,2,0
"733",0,1,1,0,1,2,1,NA
"734",0,0,1,5,1,2,2,0
"735",0,0,0,0,1,2,1,NA
"736",0,0,0,0,0,2,2,0
"737",0,0,0,0,0,2,2,0
"738",0,1,0,0,0,2,2,0
"739",0,1,0,0,1,2,1,NA
"740",1,1,0,0,1,2,2,0
"741",0,1,1,0,0,2,1,NA
"742",0,1,0,5,1,2,1,NA
"743",2,0,0,0,1,2,1,NA
"744",0,1,1,0,0,2,1,NA
"745",0,0,0,2,0,2,2,0
"746",0,0,0,0,0,2,2,0
"747",0,0,0,0,0,2,1,NA
"748",0,0,0,5,0,2,2,0
"749",1,1,0,7,0,2,1,NA
"750",2,0,1,7,0,1,1,NA
"751",0,0,0,5,0,2,1,NA
"752",0,1,0,3,1,2,1,NA
"753",0,0,1,0,1,2,2,0
"754",0,1,1,8,0,2,1,NA
"755",0,0,0,5,0,1,1,NA
"756",0,1,1,4,0,1,1,NA
"757",0,0,0,0,1,2,2,0
"758",0,0,0,0,0,2,2,0
"759",0,0,0,0,0,2,2,0
"760",0,0,0,0,0,2,2,0
"761",0,0,1,4,0,2,2,0
"762",0,0,1,3,0,2,2,0
"763",0,0,0,3,0,2,1,NA
"764",0,0,1,0,1,2,1,NA
"765",0,0,1,2,0,2,2,0
"766",0,1,1,0,0,2,2,0
"767",2,1,1,5,0,1,2,1
"768",0,0,0,2,1,2,2,0
"769",0,0,0,1,1,2,2,0
"770",2,0,0,6,1,2,2,0
"771",0,0,1,0,0,2,2,0
"772",0,0,0,0,0,2,1,NA
"773",0,1,0,6,0,2,2,0
"774",0,0,0,0,0,2,2,0
"775",0,0,1,3,0,2,2,0
"776",0,1,0,0,0,2,2,0
"777",0,0,0,0,0,2,1,NA
"778",0,1,0,2,0,2,2,0
"779",0,0,0,0,0,2,1,NA
"780",0,1,0,0,0,2,2,0
"781",0,0,0,3,1,1,1,NA
"782",0,1,0,2,1,2,2,0
"783",0,0,1,0,0,2,2,0
"784",0,0,0,0,0,2,1,NA
"785",0,1,0,0,1,2,1,NA
"786",2,1,1,6,0,2,1,NA
"787",0,0,1,0,1,2,2,0
"788",0,0,0,4,1,2,1,NA
"789",0,1,0,3,1,2,2,0
"790",0,0,0,0,0,2,1,NA
"791",0,0,0,0,0,2,1,NA
"792",0,1,0,3,1,2,2,0
"793",1,0,0,3,0,2,2,0
"794",0,0,0,0,0,2,2,0
"795",0,1,0,3,0,2,2,0
"796",0,1,0,0,0,2,1,NA
"797",0,1,0,0,1,2,1,NA
"798",0,1,0,0,0,2,1,NA
"799",0,0,0,4,0,2,2,0
"800",0,0,0,0,0,2,1,NA
"801",0,0,0,3,0,2,2,0
"802",0,0,0,2,0,2,2,0
"803",2,1,0,5,1,1,1,NA
"804",1,0,1,0,0,1,1,NA
"805",0,0,1,4,0,2,2,0
"806",0,0,0,3,0,2,1,NA
"807",0,0,1,4,1,2,2,0
"808",0,1,1,0,0,2,1,NA
"809",0,0,0,2,0,2,2,0
"810",0,0,0,0,0,2,1,NA
"811",0,0,0,0,0,2,2,0
"812",1,1,0,4,0,2,1,NA
"813",0,0,0,8,0,2,1,NA
"814",0,0,0,0,0,2,1,NA
"815",0,0,0,2,0,2,1,NA
"816",1,0,1,3,0,1,1,NA
"817",0,0,0,0,0,2,2,0
"818",0,0,0,0,0,2,2,0
"819",0,0,1,0,0,2,2,0
"820",0,0,0,0,1,2,1,NA
"821",0,0,0,0,0,2,1,NA
"822",0,0,0,0,0,2,2,0
"823",0,0,1,0,0,2,1,NA
"824",0,0,1,6,0,1,1,NA
"825",0,0,1,0,0,2,2,0
"826",0,0,1,0,1,2,2,0
"827",0,1,1,2,0,2,2,0
"828",0,1,0,0,0,2,1,NA
"829",0,1,0,0,1,1,1,NA
"830",0,1,1,5,0,1,1,NA
"831",1,1,0,3,0,2,2,1
"832",0,1,0,0,0,2,2,0
"833",0,0,1,0,0,2,2,0
"834",0,0,0,0,0,2,2,0
"835",0,0,0,0,0,2,2,0
"836",0,0,1,0,0,1,1,NA
"837",0,1,0,0,0,2,2,0
"838",0,1,1,5,0,2,2,0
"839",0,0,0,0,1,2,2,0
"840",0,1,0,0,1,2,2,0
"841",0,0,0,3,0,2,2,0
"842",0,1,0,0,1,2,1,NA
"843",0,0,1,5,1,2,2,0
"844",0,0,1,3,0,2,2,0
"845",0,1,1,0,0,2,1,NA
"846",0,0,0,0,1,1,1,NA
"847",0,1,0,0,0,2,2,0
"848",0,0,0,5,0,2,2,0
"849",0,0,0,0,1,2,2,0
"850",0,0,0,0,0,2,2,0
"851",0,1,0,2,0,2,2,0
"852",0,1,0,0,0,2,2,0
"853",1,0,1,0,0,2,2,0
"854",0,0,1,0,0,2,2,0
"855",1,0,0,6,0,2,2,0
"856",0,0,0,3,0,2,1,NA
"857",0,1,0,3,0,2,1,NA
"858",0,1,0,0,0,2,1,NA
"859",0,1,1,0,1,2,1,NA
"860",2,0,0,3,1,2,2,0
"861",0,0,1,0,1,2,2,0
"862",0,1,1,0,1,2,2,0
"863",0,1,0,4,0,2,1,NA
"864",0,0,0,5,1,2,1,NA
"865",0,0,0,0,0,2,2,0
"866",0,0,1,5,0,1,1,NA
"867",0,1,1,0,1,2,1,NA
"868",0,0,0,7,0,2,2,0
"869",0,0,1,6,0,2,1,NA
"870",0,0,0,4,1,2,2,0
"871",0,0,0,5,0,1,1,NA
"872",0,1,0,0,1,2,1,NA
"873",1,0,0,0,1,1,1,NA
"874",0,0,1,4,0,1,1,NA
"875",0,0,1,0,0,1,2,1
"876",0,0,0,0,0,2,1,NA
"877",0,1,1,0,0,2,2,0
"878",0,0,1,0,0,2,2,1
"879",0,0,1,8,1,2,1,NA
"880",0,0,1,0,1,2,1,NA
"881",0,0,0,0,0,2,1,NA
"882",0,0,0,2,1,2,1,NA
"883",0,0,0,3,1,2,2,0
"884",0,0,0,0,1,2,2,0
"885",0,0,0,0,1,2,2,0
"886",0,1,0,0,0,2,1,NA
"887",0,1,1,0,0,2,2,0
"888",0,0,0,4,1,2,1,NA
"889",0,0,0,3,0,2,1,NA
"890",0,1,1,4,1,2,1,NA
"891",0,0,0,0,1,2,2,0
"892",2,1,0,4,0,2,2,1
"893",0,0,1,1,1,1,1,NA
"894",1,0,0,0,1,2,1,NA
"895",0,0,0,0,1,2,2,0
"896",0,0,1,6,1,2,2,0
"897",0,1,1,0,1,2,2,0
"898",0,1,1,0,1,1,1,NA
"899",1,0,1,0,1,2,1,NA
"900",0,0,0,0,0,2,2,0
"901",0,0,1,8,0,2,2,1
"902",0,0,1,0,1,2,1,NA
"903",0,0,1,0,0,2,2,0
"904",0,0,0,6,1,2,1,NA
"905",2,0,1,5,1,1,1,NA
"906",0,1,0,0,1,2,1,NA
"907",0,1,0,0,0,2,2,0
"908",0,1,0,0,1,2,2,0
"909",0,0,1,7,0,1,1,NA
"910",0,0,0,5,0,2,1,NA
"911",1,0,1,0,0,2,1,NA
"912",0,0,0,0,0,2,1,NA
"913",0,0,0,2,0,2,1,NA
"914",0,0,1,1,0,2,1,NA
"915",0,0,0,0,1,2,2,0
"916",1,1,0,6,0,2,1,NA
"917",0,0,0,0,0,1,1,NA
"918",0,1,0,3,1,2,2,0
"919",0,0,1,5,0,2,1,NA
"920",1,0,0,5,1,2,2,0
"921",0,0,0,0,0,2,2,0
"922",0,0,0,0,0,2,1,NA
"923",0,1,1,0,0,2,1,NA
"924",0,1,0,5,0,2,2,0
"925",0,1,1,0,1,2,1,NA
"926",0,0,0,0,1,2,2,0
"927",0,0,0,4,0,2,1,NA
"928",0,0,0,0,1,2,1,NA
"929",0,1,1,5,0,2,2,0
"930",0,0,0,4,1,2,2,0
"931",0,0,0,0,0,2,1,NA
"932",0,0,0,2,0,2,2,0
"933",0,0,0,0,0,2,2,0
"934",0,1,0,2,0,2,1,NA
"935",0,0,0,0,0,2,2,0
"936",0,0,1,0,0,2,2,0
"937",0,0,1,6,0,1,1,NA
"938",0,1,0,0,0,2,2,0
"939",0,0,0,4,1,2,2,0
"940",0,1,0,7,1,2,2,0
"941",0,0,1,5,1,2,2,0
"942",0,0,1,0,0,2,2,0
"943",0,0,0,0,0,2,1,NA
"944",0,0,1,0,1,1,1,NA
"945",0,0,0,2,1,2,2,0
"946",0,0,0,0,1,1,1,NA
"947",0,0,0,0,1,2,2,0
"948",0,1,1,6,0,2,1,NA
"949",0,0,0,3,0,2,2,0
"950",0,0,1,3,0,2,1,NA
"951",0,0,1,0,0,2,1,NA
"952",1,1,1,5,1,1,1,NA
"953",0,0,0,0,1,2,2,0
"954",0,0,0,0,1,2,2,0
"955",0,0,0,0,1,2,2,0
"956",0,0,0,0,0,2,2,0
"957",0,0,1,2,1,2,1,NA
"958",0,0,0,0,0,2,1,NA
"959",0,0,0,0,0,2,1,NA
"960",0,0,1,2,1,2,1,NA
"961",0,0,0,4,1,2,2,0
"962",0,1,1,2,0,2,1,NA
"963",0,1,0,0,0,2,1,NA
"964",0,0,0,0,0,2,2,0
"965",0,0,0,7,1,2,1,NA
"966",0,0,0,0,1,2,1,NA
"967",0,0,0,4,1,2,1,NA
"968",0,0,0,0,1,2,1,NA
"969",0,0,0,0,0,2,2,0
"970",0,1,1,5,1,2,1,NA
"971",1,0,0,0,1,2,2,0
"972",1,1,0,0,1,2,2,0
"973",0,0,1,4,0,1,1,NA
"974",0,0,0,0,1,2,1,NA
"975",0,1,1,5,1,2,2,0
"976",0,0,1,0,0,2,1,NA
"977",0,0,0,2,0,2,1,NA
"978",0,0,0,0,0,2,1,NA
"979",0,0,1,4,0,1,1,NA
"980",0,0,0,0,1,2,2,0
"981",0,1,0,0,1,2,2,0
"982",1,0,0,0,0,2,2,0
"983",0,1,1,3,0,1,2,1
"984",0,1,0,0,1,1,1,NA
"985",0,0,0,0,0,2,1,NA
"986",0,1,0,6,1,2,2,0
"987",1,0,0,5,1,2,1,NA
"988",3,0,0,4,0,2,2,0
"989",0,1,0,5,1,2,1,NA
"990",3,0,1,5,1,2,1,NA
"991",0,0,1,0,1,2,2,0
"992",0,1,0,4,1,2,1,NA
"993",0,0,0,2,0,2,1,NA
"994",0,0,0,0,0,2,2,0
"995",0,0,0,0,0,2,2,0
"996",0,0,0,0,0,2,1,NA
"997",0,0,1,0,0,2,1,NA
"998",0,1,1,2,0,2,1,NA
"999",0,1,0,7,0,2,1,NA
"1000",0,0,0,0,1,2,1,NA
"1001",0,0,0,0,1,2,2,0
"1002",0,0,0,0,1,2,1,NA
"1003",0,0,1,0,1,2,1,NA
"1004",0,1,1,3,0,1,1,NA
"1005",0,0,0,0,1,2,1,NA
"1006",0,0,1,2,0,2,2,0
"1007",0,1,1,0,0,2,2,0
"1008",0,0,1,2,0,1,1,NA
"1009",0,1,1,0,0,2,1,NA
"1010",1,1,1,0,0,2,2,0
"1011",0,0,0,3,0,2,1,NA
"1012",0,1,1,3,0,2,2,0
"1013",0,0,0,0,0,2,2,0
"1014",1,0,0,0,0,2,1,NA
"1015",0,0,0,1,1,2,1,NA
"1016",0,0,0,0,0,2,1,NA
"1017",0,1,0,1,1,2,2,0
"1018",0,1,0,1,0,2,2,0
"1019",2,1,0,0,1,2,2,0
"1020",0,0,0,6,1,2,2,0
"1021",0,0,1,1,1,2,2,0
"1022",0,1,1,0,0,1,1,NA
"1023",0,0,0,2,0,2,2,0
"1024",0,0,1,0,0,2,1,NA
"1025",0,0,0,0,1,2,1,NA
"1026",0,0,1,3,1,2,1,NA
"1027",1,0,0,4,1,2,1,NA
"1028",0,0,0,4,1,2,2,0
"1029",0,0,0,0,0,2,1,NA
"1030",0,1,0,0,0,2,2,0
"1031",0,1,0,0,1,2,1,NA
"1032",0,1,1,0,0,2,1,NA
"1033",0,0,1,3,1,1,1,NA
"1034",1,0,0,2,1,1,1,NA
"1035",0,1,0,0,0,1,1,NA
"1036",0,0,0,0,0,2,2,0
"1037",0,0,0,0,0,2,2,0
"1038",0,1,1,2,1,1,1,NA
"1039",1,1,0,0,1,1,1,NA
"1040",0,0,1,0,0,2,2,0
"1041",0,0,0,0,0,2,2,0
"1042",1,1,1,7,1,1,1,NA
"1043",0,0,0,0,0,2,1,NA
"1044",0,1,1,6,1,2,1,NA
"1045",0,1,0,0,1,1,1,NA
"1046",0,1,1,0,1,2,1,NA
"1047",0,0,1,3,1,2,1,NA
"1048",0,0,1,0,0,2,1,NA
"1049",0,0,1,6,1,2,1,NA
"1050",0,0,1,5,0,2,2,0
"1051",0,1,0,4,0,2,1,NA
"1052",0,0,0,0,0,2,2,0
"1053",0,0,1,5,0,2,1,NA
"1054",0,0,0,0,1,2,1,NA
"1055",0,0,1,4,0,2,1,NA
"1056",0,1,1,0,0,1,1,NA
"1057",0,1,1,0,1,2,1,NA
"1058",0,1,0,0,0,2,2,0
"1059",0,0,0,0,1,2,1,NA
"1060",1,0,1,2,1,2,2,0
"1061",0,1,1,0,0,2,1,NA
"1062",0,1,0,0,1,2,2,0
"1063",0,1,1,3,0,2,1,NA
"1064",0,0,0,3,0,2,1,NA
"1065",0,1,1,3,1,2,1,NA
"1066",0,0,0,0,1,2,2,0
"1067",0,0,0,0,1,2,1,NA
"1068",1,0,0,6,0,2,1,NA
"1069",0,0,0,2,1,2,2,0
"1070",0,0,0,0,0,2,1,NA
"1071",1,0,0,4,0,2,1,NA
"1072",0,0,0,0,1,2,1,NA
"1073",0,0,1,0,1,2,1,NA
"1074",0,1,1,3,0,1,1,NA
"1075",0,0,1,0,1,2,1,NA
"1076",0,0,0,0,0,2,2,0
"1077",0,0,0,0,0,2,2,0
"1078",0,0,0,3,0,2,1,NA
"1079",0,1,0,0,0,2,2,0
"1080",0,0,0,0,0,2,2,0
"1081",0,0,1,0,0,2,1,NA
"1082",0,0,0,0,1,2,2,0
"1083",0,0,0,3,1,2,2,0
"1084",0,0,0,1,0,2,1,NA
"1085",0,0,0,0,0,2,2,0
"1086",0,0,0,0,0,2,1,NA
"1087",0,1,1,6,1,2,1,NA
"1088",1,0,1,1,1,1,1,NA
"1089",0,1,0,0,1,2,1,NA
"1090",0,0,0,0,0,2,1,NA
"1091",0,0,0,0,0,2,2,0
"1092",0,1,1,4,0,2,2,0
"1093",0,0,1,1,0,2,2,0
"1094",0,1,0,3,1,2,1,NA
"1095",0,1,1,2,1,2,1,NA
"1096",0,0,0,0,0,2,1,NA
"1097",0,0,1,0,0,2,2,0
"1098",0,1,0,3,0,2,2,0
"1099",0,1,1,0,0,1,1,NA
"1100",0,0,0,0,1,2,2,0
"1101",0,1,0,0,1,2,1,NA
"1102",0,0,0,0,1,2,1,NA
"1103",0,1,0,0,1,2,1,NA
"1104",1,0,0,2,1,2,1,NA
"1105",0,0,0,0,1,2,2,0
"1106",0,0,0,0,0,2,1,NA
"1107",0,0,1,7,1,1,1,NA
"1108",1,0,1,1,0,2,2,0
"1109",0,1,0,5,1,1,1,NA
"1110",0,0,0,4,0,2,1,NA
"1111",0,0,1,2,1,1,1,NA
"1112",0,0,0,0,0,2,1,NA
"1113",0,1,0,0,0,2,2,0
"1114",0,0,0,0,1,2,1,NA
"1115",0,0,0,0,1,2,2,0
"1116",0,1,0,0,1,2,1,NA
"1117",0,1,0,0,1,2,2,0
"1118",0,0,0,0,0,2,2,0
"1119",1,1,0,0,0,1,1,NA
"1120",0,0,0,3,0,2,2,0
"1121",0,0,0,0,0,2,1,NA
"1122",0,1,0,3,1,2,2,0
"1123",0,1,1,0,0,2,2,0
"1124",0,0,1,0,1,2,1,NA
"1125",0,0,1,2,1,2,2,0
"1126",0,1,0,0,1,2,1,NA
"1127",0,0,0,0,0,2,1,NA
"1128",0,1,0,3,0,2,2,0
"1129",0,0,0,0,0,2,1,NA
"1130",0,1,1,0,0,2,1,NA
"1131",0,1,0,0,0,2,1,NA
"1132",0,0,1,0,0,2,1,NA
"1133",0,0,0,0,1,2,1,NA
"1134",0,0,1,0,0,2,2,0
"1135",0,1,0,0,1,2,2,0
"1136",0,0,0,0,1,2,2,0
"1137",0,0,1,0,1,2,1,NA
"1138",0,1,0,4,1,2,2,0
"1139",0,1,1,5,1,1,1,NA
"1140",1,1,1,4,0,2,1,NA
"1141",0,0,0,0,1,2,2,0
"1142",0,0,0,0,1,2,2,0
"1143",0,0,1,0,1,2,2,0
"1144",0,0,1,0,0,2,1,NA
"1145",0,0,0,3,1,2,2,0
"1146",0,1,1,0,0,2,2,0
"1147",0,0,1,0,1,2,2,0
"1148",0,0,1,4,0,2,1,NA
"1149",0,0,1,0,0,2,1,NA
"1150",0,0,0,0,1,2,1,NA
"1151",0,1,1,2,0,2,1,NA
"1152",0,1,1,0,0,2,1,NA
"1153",0,0,0,0,0,2,2,0
"1154",0,0,0,0,0,2,2,0
"1155",0,0,1,3,0,2,2,0
"1156",0,0,1,2,0,2,2,0
"1157",0,1,0,0,0,2,2,0
"1158",0,0,1,2,0,2,2,0
"1159",0,0,1,7,1,2,1,NA
"1160",0,0,1,0,1,2,1,NA
"1161",0,1,1,0,0,2,1,NA
"1162",0,0,0,4,0,2,2,0
"1163",0,1,1,0,1,2,2,0
"1164",0,1,0,0,0,2,1,NA
"1165",0,0,1,0,0,2,1,NA
"1166",0,0,1,3,0,2,2,0
"1167",1,0,0,4,0,1,1,NA
"1168",1,0,1,4,0,2,1,NA
"1169",0,1,0,5,1,2,1,NA
"1170",0,0,1,0,0,2,1,NA
"1171",1,0,0,0,0,2,2,0
"1172",1,0,0,3,0,2,2,0
"1173",2,0,0,0,0,2,1,NA
"1174",0,0,0,0,0,2,2,0
"1175",0,0,0,0,0,2,2,0
"1176",0,0,1,5,0,2,1,NA
"1177",0,0,0,0,1,2,2,0
"1178",0,0,1,0,1,2,1,NA
"1179",0,1,1,0,0,2,2,0
"1180",0,0,1,0,0,2,2,0
"1181",0,0,0,2,0,2,1,NA
"1182",1,0,0,4,0,2,2,0
"1183",0,0,0,0,0,2,2,0
"1184",0,0,1,4,1,2,1,NA
"1185",1,1,1,1,0,1,1,NA
"1186",0,1,0,0,0,2,2,0
"1187",0,0,0,4,1,2,1,NA
"1188",0,1,0,0,1,2,2,0
"1189",0,1,0,0,1,2,1,NA
"1190",0,0,1,0,0,2,2,0
"1191",0,0,1,0,0,2,2,0
"1192",0,0,0,0,1,2,2,0
"1193",0,0,0,0,1,2,2,0
"1194",0,1,1,1,1,2,1,NA
"1195",1,0,1,0,0,1,1,NA
"1196",0,1,1,0,1,2,2,0
"1197",1,0,0,2,1,1,1,NA
"1198",0,0,0,3,1,1,1,NA
"1199",0,1,0,0,1,2,1,NA
"1200",0,0,0,0,0,2,2,0
"1201",0,0,0,0,0,2,1,NA
"1202",0,1,1,2,0,2,2,0
"1203",0,0,0,0,1,2,2,0
"1204",0,1,1,0,0,2,2,0
"1205",0,0,0,0,0,2,1,NA
"1206",3,1,0,3,1,1,1,NA
"1207",0,0,0,0,1,2,2,0
"1208",0,1,1,0,1,2,1,NA
"1209",0,1,0,0,0,2,2,0
"1210",0,1,1,5,1,2,1,NA
"1211",0,0,0,2,0,2,2,0
"1212",0,0,0,0,0,2,1,NA
"1213",0,1,0,1,1,2,2,0
"1214",3,0,0,3,1,2,1,NA
"1215",0,0,0,0,1,2,2,0
"1216",0,1,1,3,1,1,1,NA
"1217",0,1,0,1,0,2,2,0
"1218",0,0,0,0,0,2,2,0
"1219",0,0,1,0,1,2,2,0
"1220",0,0,0,4,0,2,1,NA
"1221",0,0,0,0,1,2,2,0
"1222",0,1,1,0,0,2,2,0
"1223",0,0,0,0,1,2,2,0
"1224",0,0,0,0,1,2,2,0
"1225",0,0,1,0,0,2,2,0
"1226",0,0,0,0,0,2,2,0
"1227",0,1,1,5,1,1,1,NA
"1228",0,1,0,0,0,2,2,0
"1229",0,0,1,0,1,2,2,0
"1230",1,0,1,5,0,2,1,NA
"1231",0,0,1,4,0,2,2,0
"1232",0,0,0,5,0,2,1,NA
"1233",0,0,0,4,1,2,2,0
"1234",0,0,0,0,0,2,2,0
"1235",0,0,0,5,1,2,1,NA
"1236",0,1,1,1,0,1,2,1
"1237",0,0,0,4,1,2,1,NA
"1238",0,0,1,8,0,1,1,NA
"1239",0,0,0,0,1,2,1,NA
"1240",0,1,1,4,1,1,1,NA
"1241",0,0,0,0,0,2,1,NA
"1242",0,1,0,0,1,2,1,NA
"1243",0,1,1,0,0,2,2,0
"1244",0,0,0,0,0,2,2,0
"1245",0,0,0,0,0,2,2,0
"1246",0,0,0,0,0,2,2,0
"1247",0,0,0,0,0,2,1,NA
"1248",0,1,1,3,1,1,1,NA
"1249",0,0,0,3,1,2,1,NA
"1250",0,1,0,0,1,2,2,0
"1251",0,0,0,0,0,2,2,0
"1252",0,0,0,0,0,2,2,0
"1253",0,0,0,0,1,2,1,NA
"1254",1,0,1,9,0,2,1,NA
"1255",0,1,0,0,0,2,2,0
"1256",0,0,1,4,0,1,2,1
"1257",0,0,1,3,0,2,2,0
"1258",1,0,0,0,0,2,2,0
"1259",0,0,0,0,0,2,1,NA
"1260",0,0,0,0,1,2,2,0
"1261",0,0,0,1,1,2,2,0
"1262",0,0,0,0,0,2,1,NA
"1263",0,1,0,0,1,2,1,NA
"1264",0,0,0,1,0,2,2,0
"1265",0,0,0,3,0,2,2,0
"1266",1,0,0,0,0,2,1,NA
"1267",0,0,1,6,0,2,1,NA
"1268",0,0,1,1,0,2,2,0
"1269",0,1,1,0,0,2,2,0
"1270",0,0,0,0,0,2,2,0
"1271",0,0,0,3,1,2,1,NA
"1272",0,1,0,0,1,2,2,0
"1273",0,0,0,0,1,2,1,NA
"1274",0,1,1,0,1,2,1,NA
"1275",0,0,0,0,0,2,1,NA
"1276",0,1,0,0,1,2,1,NA
"1277",2,0,1,4,0,1,1,NA
"1278",0,1,1,0,1,2,1,NA
"1279",0,0,0,0,0,2,2,0
"1280",1,0,0,0,1,2,2,0
"1281",0,1,0,0,1,2,2,0
"1282",0,0,1,4,0,2,1,NA
"1283",2,0,0,7,1,1,1,NA
"1284",0,0,1,0,1,2,1,NA
"1285",0,0,1,0,0,2,2,0
"1286",0,0,0,0,0,2,1,NA
"1287",0,0,1,3,1,2,2,0
"1288",0,1,1,0,1,1,1,NA
"1289",0,0,0,0,0,2,1,NA
"1290",0,0,1,0,0,2,2,0
"1291",0,0,1,0,0,2,2,0
"1292",0,0,0,0,0,2,1,NA
"1293",0,1,1,0,0,2,1,NA
"1294",0,0,1,5,0,2,1,NA
"1295",0,1,0,0,1,2,2,0
"1296",0,1,0,4,0,1,1,NA
"1297",0,0,0,2,0,2,2,0
"1298",0,1,1,0,1,2,1,NA
"1299",0,0,0,0,1,2,1,NA
"1300",0,0,0,4,0,2,1,NA
"1301",0,1,1,0,0,2,2,1
"1302",0,0,1,5,0,2,2,0
"1303",0,0,0,7,0,2,2,0
"1304",0,0,1,7,1,2,2,0
"1305",0,0,0,0,1,2,1,NA
"1306",0,0,0,0,1,1,1,NA
"1307",0,0,0,0,0,2,2,0
"1308",0,0,0,1,0,2,1,NA
"1309",0,0,1,0,1,2,2,0
"1310",0,0,0,0,1,2,2,0
"1311",0,0,1,0,0,2,2,0
"1312",0,1,1,0,1,2,1,NA
"1313",0,1,0,0,1,2,2,0
"1314",0,0,0,0,1,2,2,0
"1315",0,0,0,0,1,2,2,0
"1316",0,1,0,1,0,2,1,NA
"1317",0,0,1,3,0,2,2,0
"1318",0,0,0,0,1,2,1,NA
"1319",0,0,0,0,1,2,1,NA
"1320",0,0,1,5,0,2,1,NA
"1321",0,0,0,3,0,2,2,0
"1322",0,0,0,1,1,2,2,0
"1323",0,1,0,6,0,2,2,0
"1324",0,0,0,0,1,2,1,NA
"1325",0,1,0,3,0,2,1,NA
"1326",0,1,1,0,1,2,2,0
"1327",0,1,0,0,0,2,1,NA
"1328",0,0,0,0,0,2,2,0
"1329",0,0,1,2,1,1,1,NA
"1330",0,0,0,4,1,1,2,1
"1331",0,0,0,0,1,2,2,0
"1332",0,1,1,0,0,2,1,NA
"1333",0,0,0,0,1,2,1,NA
"1334",0,1,1,0,0,2,2,0
"1335",0,0,0,6,1,2,1,NA
"1336",0,0,0,0,1,2,2,0
"1337",0,0,0,0,1,2,1,NA
"1338",0,0,1,3,1,1,1,NA
"1339",0,1,1,2,0,2,2,1
"1340",0,0,0,6,0,2,2,0
"1341",0,0,0,6,1,2,2,0
"1342",0,0,1,3,1,2,1,NA
"1343",0,1,0,4,0,2,1,NA
"1344",0,1,1,2,0,2,1,NA
"1345",0,0,0,0,1,2,1,NA
"1346",0,0,0,1,0,2,2,0
"1347",0,0,1,5,0,2,2,0
"1348",0,0,0,3,0,2,2,0
"1349",0,0,1,0,0,2,2,0
"1350",0,0,1,3,1,2,1,NA
"1351",0,0,1,0,1,2,1,NA
"1352",0,1,0,0,1,2,2,0
"1353",0,1,1,0,0,2,2,0
"1354",0,1,1,0,0,2,2,1
"1355",0,0,0,0,0,2,1,NA
"1356",0,1,0,0,0,2,2,0
"1357",0,1,0,3,0,2,1,NA
"1358",0,0,0,4,0,2,1,NA
"1359",0,1,1,0,1,2,1,NA
"1360",0,0,0,0,0,2,2,0
"1361",0,0,0,3,1,2,1,NA
"1362",2,1,1,7,0,2,2,1
"1363",0,0,0,0,0,2,2,0
"1364",0,1,1,0,1,2,1,NA
"1365",1,0,0,5,1,1,1,NA
"1366",0,0,0,0,0,2,1,NA
"1367",0,1,1,0,1,2,1,NA
"1368",0,1,1,0,0,2,2,0
"1369",0,0,1,0,0,2,2,0
"1370",0,0,0,0,1,2,1,NA
"1371",0,1,0,0,0,2,1,NA
"1372",0,0,0,0,0,2,1,NA
"1373",0,0,1,3,1,2,1,NA
"1374",0,1,0,0,0,2,1,NA
"1375",0,0,0,4,1,2,2,0
"1376",0,0,0,0,1,2,1,NA
"1377",0,0,0,0,1,2,2,0
"1378",1,1,1,5,0,2,1,NA
"1379",0,0,1,2,1,2,1,NA
"1380",0,0,0,0,1,2,1,NA
"1381",0,0,0,0,1,2,2,0
"1382",0,0,1,0,0,2,1,NA
"1383",0,1,0,7,0,2,2,0
"1384",0,0,0,0,1,2,2,0
"1385",1,1,1,4,1,1,1,NA
"1386",0,0,0,0,1,2,1,NA
"1387",0,1,0,0,1,2,1,NA
"1388",3,0,1,0,0,2,1,NA
"1389",0,1,0,0,1,2,2,0
"1390",0,0,0,0,0,2,2,0
"1391",0,1,0,3,1,2,1,NA
"1392",0,0,0,0,0,2,2,0
"1393",0,0,0,4,1,2,1,NA
"1394",1,1,0,0,1,1,1,NA
"1395",1,0,0,4,0,2,2,0
"1396",0,0,0,0,0,2,1,NA
"1397",0,1,1,3,0,2,1,NA
"1398",0,0,0,0,1,2,2,0
"1399",0,0,1,4,1,1,1,NA
"1400",0,0,1,2,1,2,2,0
"1401",0,0,0,4,0,2,1,NA
"1402",0,0,1,4,0,2,2,0
"1403",0,0,1,3,0,2,1,NA
"1404",0,0,1,0,0,2,1,NA
"1405",0,0,1,2,1,2,1,NA
